@RELATION @user-item

@ATTRIBUTE user STRING
@ATTRIBUTE item STRING
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE sentiment STRING
@ATTRIBUTE help_user STRING
@ATTRIBUTE value STRING
@ATTRIBUTE help_sentiment STRING
@ATTRIBUTE help_sim STRING

@DATA
48,1632,4,moments:+1 </endperson2374>,267</endperson2374>,4</endperson2374>,character:-1 </endperson2374>,0.24972005131456498 </endperson2374>
48,1117,5, </endperson2375>,254;;;;493;;;;500</endperson2375>,4;;;;4;;;;3</endperson2375>,actor:+1 scenes:+1 scenes:-1 tlook:-1 acting:-1 ;;;;movie:-1 isnt:-1 ;;;; </endperson2375>,0.28867513459481287;;;;0.0;;;;0.0 </endperson2375>
48,1247,3, </endperson2376>,8</endperson2376>,4</endperson2376>,trailers:+1 watch:-1 scenes:-1 </endperson2376>,0.0 </endperson2376>
48,1363,5, </endperson2377>,</endperson2377>,</endperson2377>,</endperson2377>, </endperson2377>
48,698,3, </endperson2378>,43</endperson2378>,3</endperson2378>, </endperson2378>,0.0 </endperson2378>
48,1246,4, </endperson2379>,</endperson2379>,</endperson2379>,</endperson2379>, </endperson2379>
48,1633,4, </endperson2380>,</endperson2380>,</endperson2380>,</endperson2380>, </endperson2380>
48,1634,3, </endperson2381>,</endperson2381>,</endperson2381>,</endperson2381>, </endperson2381>
49,266,3,performance:+1 performances:+1 character:-1 </endperson2382>,257;;;;585</endperson2382>,4;;;;4</endperson2382>,tfeel:+1 character:-1 scene:-1 ;;;;cast:+1 actors:+1 performance:+1 genre:+1 </endperson2382>,0.3621224149773886;;;;0.33062919982595573 </endperson2382>
49,398,5, </endperson2383>,</endperson2383>,</endperson2383>,</endperson2383>, </endperson2383>
49,1628,2,scenes:-1 </endperson2384>,48</endperson2384>,4</endperson2384>,comedy:+1 films:-1 </endperson2384>,0.0 </endperson2384>
49,736,4,diamond:+1 script:-1 </endperson2385>,</endperson2385>,</endperson2385>,</endperson2385>, </endperson2385>
49,1635,5, </endperson2386>,268</endperson2386>,3</endperson2386>,films:+1 movie:-1 </endperson2386>,0.29894788034068787 </endperson2386>
49,1300,4,performance:+1 popcorn:+1 </endperson2387>,585</endperson2387>,5</endperson2387>,character:-1 plot:-1 </endperson2387>,0.33062919982595573 </endperson2387>
49,178,4, </endperson2388>,510</endperson2388>,3</endperson2388>,character:+1 movie:+1 </endperson2388>,0.22297138043940135 </endperson2388>
50,1636,5,movie:+1 actors:-1 movie:-1 </endperson2389>,</endperson2389>,</endperson2389>,</endperson2389>, </endperson2389>
50,1637,3, </endperson2390>,</endperson2390>,</endperson2390>,</endperson2390>, </endperson2390>
50,1319,3, </endperson2391>,</endperson2391>,</endperson2391>,</endperson2391>, </endperson2391>
50,919,4,moments:-1 </endperson2392>,</endperson2392>,</endperson2392>,</endperson2392>, </endperson2392>
50,1638,5,movie:+1 nudity:-1 </endperson2393>,</endperson2393>,</endperson2393>,</endperson2393>, </endperson2393>
50,1622,3,tlook:+1 moments:-1 movie:-1 </endperson2394>,585;;;;706</endperson2394>,4;;;;3</endperson2394>,script:+1 ;;;; </endperson2394>,0.40699977140466026;;;;0.18941909076153163 </endperson2394>
50,1519,5, </endperson2395>,</endperson2395>,</endperson2395>,</endperson2395>, </endperson2395>
50,654,3,plot:+1 specialeffects:+1 </endperson2396>,199;;;;202;;;;585;;;;687;;;;688;;;;714;;;;729</endperson2396>,4;;;;3;;;;4;;;;3;;;;3;;;;3;;;;4</endperson2396>, ;;;;acting:+1 character:-1 ;;;;plot:+1 ;;;;specialeffects:+1 moving:-1 ;;;;movie:+1 plot:-1 ;;;;films:+1 specialeffects:+1 ;;;; </endperson2396>,0.16391957892818476;;;;0.519709196187394;;;;0.40699977140466026;;;;0.5449008965547841;;;;0.22958046682787137;;;;0.3536767844031632;;;;0.4033578331345027 </endperson2396>
50,1625,4,movie:+1 </endperson2397>,48;;;;412;;;;931</endperson2397>,4;;;;4;;;;3</endperson2397>, ;;;; ;;;; </endperson2397>,0.0;;;;0.6188037977769727;;;;0.5415301565070931 </endperson2397>
50,1635,2,films:-1 </endperson2398>,224</endperson2398>,3</endperson2398>, </endperson2398>,0.3835648241193894 </endperson2398>
50,1639,5,scenes:+1 character:-1 moments:-1 </endperson2399>,</endperson2399>,</endperson2399>,</endperson2399>, </endperson2399>
50,243,5,movie:-1 </endperson2400>,35;;;;224;;;;309;;;;514;;;;729</endperson2400>,4;;;;2;;;;4;;;;4;;;;3</endperson2400>,soundtrack:+1 movie:+1 script:+1 ;;;; ;;;;soundtrack:+1 character:+1 specialeffects:+1 ;;;;soundtrack:+1 films:-1 character:-1 ;;;;comedy:+1 </endperson2400>,0.4703468060131578;;;;0.3835648241193894;;;;0.47947173762938666;;;;0.4304992938692178;;;;0.4033578331345027 </endperson2400>
50,1557,3, </endperson2401>,224;;;;596;;;;729</endperson2401>,3;;;;4;;;;4</endperson2401>, ;;;;character:+1 slife:+1 ;;;;performance:-1 </endperson2401>,0.3835648241193894;;;;0.45068918606765274;;;;0.4033578331345027 </endperson2401>
50,680,4,character:+1 movie:+1 </endperson2402>,</endperson2402>,</endperson2402>,</endperson2402>, </endperson2402>
51,656,4,moving:+1 </endperson2403>,</endperson2403>,</endperson2403>,</endperson2403>, </endperson2403>
51,1396,3,wi:+1 character:-1 movie:-1 </endperson2404>,</endperson2404>,</endperson2404>,</endperson2404>, </endperson2404>
51,1640,5,movie:+1 scenes:+1 </endperson2405>,</endperson2405>,</endperson2405>,</endperson2405>, </endperson2405>
51,1432,5, </endperson2406>,</endperson2406>,</endperson2406>,</endperson2406>, </endperson2406>
51,1216,3,plot:-1 </endperson2407>,</endperson2407>,</endperson2407>,</endperson2407>, </endperson2407>
51,1514,2,movie:+1 movie:-1 plot:-1 </endperson2408>,</endperson2408>,</endperson2408>,</endperson2408>, </endperson2408>
51,372,3, </endperson2409>,</endperson2409>,</endperson2409>,</endperson2409>, </endperson2409>
51,890,5,moments:+1 moments:-1 humour:-1 </endperson2410>,</endperson2410>,</endperson2410>,</endperson2410>, </endperson2410>
51,1641,1, </endperson2411>,</endperson2411>,</endperson2411>,</endperson2411>, </endperson2411>
51,1642,1,plot:+1 movies:-1 character:-1 moments:-1 movie:-1 plot:-1 </endperson2412>,</endperson2412>,</endperson2412>,</endperson2412>, </endperson2412>
51,1247,3, </endperson2413>,</endperson2413>,</endperson2413>,</endperson2413>, </endperson2413>
51,1643,5,character:+1 script:+1 character:-1 </endperson2414>,</endperson2414>,</endperson2414>,</endperson2414>, </endperson2414>
52,1644,4,scenes:+1 character:-1 </endperson2415>,</endperson2415>,</endperson2415>,</endperson2415>, </endperson2415>
52,1645,5, </endperson2416>,</endperson2416>,</endperson2416>,</endperson2416>, </endperson2416>
52,1560,5,soundtrack:+1 actor:-1 plot:-1 twists:-1 </endperson2417>,193;;;;516;;;;741;;;;792</endperson2417>,3;;;;4;;;;4;;;;4</endperson2417>,scenes:-1 ;;;;acting:+1 ;;;; ;;;;character:-1 </endperson2417>,0.3641239381432845;;;;0.464426741157707;;;;0.5438853939174858;;;;0.2344601966239076 </endperson2417>
52,165,3, </endperson2418>,209</endperson2418>,4</endperson2418>,movie:+1 </endperson2418>,0.28925827888091815 </endperson2418>
52,1646,5,storyline:+1 character:-1 </endperson2419>,539;;;;901</endperson2419>,2;;;;4</endperson2419>,isnt:+1 acting:+1 ;;;;reviews:+1 movie:+1 </endperson2419>,0.44195806207532184;;;;0.4283535295834626 </endperson2419>
52,1423,4,moments:+1 </endperson2420>,1010</endperson2420>,4</endperson2420>,slapstick:+1 script:+1 </endperson2420>,0.5706752985590992 </endperson2420>
52,1329,5,ending:-1 storyline:-1 </endperson2421>,</endperson2421>,</endperson2421>,</endperson2421>, </endperson2421>
52,1301,2, </endperson2422>,</endperson2422>,</endperson2422>,</endperson2422>, </endperson2422>
53,1647,5,scene:+1 </endperson2423>,267</endperson2423>,4</endperson2423>,movie:+1 isnt:+1 comedies:-1 character:-1 scenes:-1 </endperson2423>,0.0 </endperson2423>
53,1648,5, </endperson2424>,</endperson2424>,</endperson2424>,</endperson2424>, </endperson2424>
53,955,3,cast:+1 </endperson2425>,</endperson2425>,</endperson2425>,</endperson2425>, </endperson2425>
53,1329,5,acting:-1 </endperson2426>,205;;;;444</endperson2426>,4;;;;4</endperson2426>, ;;;; </endperson2426>,0.3078115840537985;;;;0.21821789023599236 </endperson2426>
53,146,4,character:-1 </endperson2427>,</endperson2427>,</endperson2427>,</endperson2427>, </endperson2427>
53,383,4,character:+1 </endperson2428>,</endperson2428>,</endperson2428>,</endperson2428>, </endperson2428>
54,989,5,character:-1 </endperson2429>,</endperson2429>,</endperson2429>,</endperson2429>, </endperson2429>
54,371,4,plot:+1 </endperson2430>,</endperson2430>,</endperson2430>,</endperson2430>, </endperson2430>
54,1523,5,movies:+1 script:+1 </endperson2431>,</endperson2431>,</endperson2431>,</endperson2431>, </endperson2431>
54,1649,4,character:+1 performance:+1 storyline:+1 genre:+1 script:+1 character:-1 moments:-1 wardrobe:-1 </endperson2432>,</endperson2432>,</endperson2432>,</endperson2432>, </endperson2432>
54,1650,4,soundtrack:+1 </endperson2433>,</endperson2433>,</endperson2433>,</endperson2433>, </endperson2433>
54,1491,1, </endperson2434>,</endperson2434>,</endperson2434>,</endperson2434>, </endperson2434>
54,1422,4,performances:+1 </endperson2435>,21</endperson2435>,4</endperson2435>,cast:+1 performance:-1 </endperson2435>,0.0 </endperson2435>
54,1651,4,movie:+1 scene:+1 prince:+1 </endperson2436>,</endperson2436>,</endperson2436>,</endperson2436>, </endperson2436>
55,1652,5,wi:+1 buxom:+1 scenes:+1 </endperson2437>,</endperson2437>,</endperson2437>,</endperson2437>, </endperson2437>
55,1132,4,accent:-1 scene:-1 </endperson2438>,</endperson2438>,</endperson2438>,</endperson2438>, </endperson2438>
55,1653,5, </endperson2439>,626</endperson2439>,4</endperson2439>,movie:+1 </endperson2439>,0.0 </endperson2439>
55,607,3,isnt:+1 </endperson2440>,61;;;;585</endperson2440>,4;;;;4</endperson2440>,movie:+1 isnt:+1 movie:-1 ;;;; </endperson2440>,0.0;;;;0.391005813800678 </endperson2440>
55,292,4,acting:+1 </endperson2441>,</endperson2441>,</endperson2441>,</endperson2441>, </endperson2441>
55,616,4,movie:+1 performances:+1 </endperson2442>,</endperson2442>,</endperson2442>,</endperson2442>, </endperson2442>
55,1603,4, </endperson2443>,</endperson2443>,</endperson2443>,</endperson2443>, </endperson2443>
55,1654,5,chemistry:+1 actress:+1 performances:+1 scenes:-1 </endperson2444>,309</endperson2444>,5</endperson2444>, </endperson2444>,0.29230371212480555 </endperson2444>
55,1655,4,character:+1 moments:+1 tfeel:-1 </endperson2445>,57</endperson2445>,4</endperson2445>,movie:+1 </endperson2445>,0.16851242705984681 </endperson2445>
55,1354,5,actresses:+1 </endperson2446>,167;;;;640</endperson2446>,4;;;;5</endperson2446>,character:-1 moments:-1 ;;;;character:-1 </endperson2446>,0.1687283079323676;;;;0.16140881785778416 </endperson2446>
55,1656,5,humour:-1 </endperson2447>,</endperson2447>,</endperson2447>,</endperson2447>, </endperson2447>
55,320,5, </endperson2448>,</endperson2448>,</endperson2448>,</endperson2448>, </endperson2448>
55,682,3,scenes:-1 </endperson2449>,</endperson2449>,</endperson2449>,</endperson2449>, </endperson2449>
55,1657,5,actors:+1 </endperson2450>,</endperson2450>,</endperson2450>,</endperson2450>, </endperson2450>
55,1507,4,chemistry:+1 </endperson2451>,</endperson2451>,</endperson2451>,</endperson2451>, </endperson2451>
55,376,2,scenes:+1 moments:-1 </endperson2452>,</endperson2452>,</endperson2452>,</endperson2452>, </endperson2452>
55,1658,5, </endperson2453>,</endperson2453>,</endperson2453>,</endperson2453>, </endperson2453>
55,1659,4,films:+1 scenes:+1 </endperson2454>,</endperson2454>,</endperson2454>,</endperson2454>, </endperson2454>
56,419,2,character:+1 specialeffects:+1 films:-1 </endperson2455>,104</endperson2455>,3</endperson2455>, </endperson2455>,0.49132100547193813 </endperson2455>
56,1660,5,character:+1 movie:+1 movie:-1 </endperson2456>,</endperson2456>,</endperson2456>,</endperson2456>, </endperson2456>
56,1326,5, </endperson2457>,</endperson2457>,</endperson2457>,</endperson2457>, </endperson2457>
56,901,5, </endperson2458>,</endperson2458>,</endperson2458>,</endperson2458>, </endperson2458>
56,1661,5,movie:-1 </endperson2459>,</endperson2459>,</endperson2459>,</endperson2459>, </endperson2459>
56,1662,5,character:-1 </endperson2460>,</endperson2460>,</endperson2460>,</endperson2460>, </endperson2460>
56,1663,5,movie:+1 isnt:-1 </endperson2461>,</endperson2461>,</endperson2461>,</endperson2461>, </endperson2461>
56,411,2,actors:+1 </endperson2462>,</endperson2462>,</endperson2462>,</endperson2462>, </endperson2462>
56,1046,4,movie:+1 </endperson2463>,</endperson2463>,</endperson2463>,</endperson2463>, </endperson2463>
56,675,5, </endperson2464>,500</endperson2464>,4</endperson2464>,actors:+1 </endperson2464>,0.21850224692350495 </endperson2464>
56,1664,1,specialeffects:+1 </endperson2465>,</endperson2465>,</endperson2465>,</endperson2465>, </endperson2465>
56,1231,5, </endperson2466>,</endperson2466>,</endperson2466>,</endperson2466>, </endperson2466>
56,436,5,apartment:+1 </endperson2467>,</endperson2467>,</endperson2467>,</endperson2467>, </endperson2467>
56,1417,5,isnt:+1 </endperson2468>,</endperson2468>,</endperson2468>,</endperson2468>, </endperson2468>
56,1665,5, </endperson2469>,104;;;;986</endperson2469>,4;;;;3</endperson2469>,soundtrack:+1 ;;;;movie:-1 </endperson2469>,0.49132100547193813;;;;0.4552734183936207 </endperson2469>
56,420,2, </endperson2470>,415</endperson2470>,4</endperson2470>,scenes:+1 picturequality:+1 </endperson2470>,0.5221339495507996 </endperson2470>
56,1666,4, </endperson2471>,</endperson2471>,</endperson2471>,</endperson2471>, </endperson2471>
56,1303,5, </endperson2472>,</endperson2472>,</endperson2472>,</endperson2472>, </endperson2472>
56,1667,4, </endperson2473>,</endperson2473>,</endperson2473>,</endperson2473>, </endperson2473>
56,346,5, </endperson2474>,</endperson2474>,</endperson2474>,</endperson2474>, </endperson2474>
57,1668,3,moving:-1 </endperson2475>,119;;;;188;;;;615;;;;954;;;;966</endperson2475>,4;;;;4;;;;4;;;;4;;;;3</endperson2475>,scenes:+1 ;;;;character:+1 isnt:+1 acting:+1 ;;;;chemistry:-1 isnt:-1 screen:-1 ;;;;character:+1 films:-1 character:-1 plot:-1 ;;;; </endperson2475>,0.6073343626230997;;;;0.2668967468050276;;;;0.0;;;;0.48739961037746027;;;;0.30866972198987885 </endperson2475>
57,1655,5,movie:+1 </endperson2476>,55;;;;176</endperson2476>,5;;;;4</endperson2476>,character:+1 moments:+1 tfeel:-1 ;;;;actress:+1 acting:+1 moments:-1 </endperson2476>,0.16851242705984681;;;;0.12570169290335476 </endperson2476>
57,1669,3,movie:+1 plot:-1 </endperson2477>,597</endperson2477>,4</endperson2477>,films:-1 </endperson2477>,0.2731155175507931 </endperson2477>
57,1670,5,actor:+1 films:-1 character:-1 </endperson2478>,</endperson2478>,</endperson2478>,</endperson2478>, </endperson2478>
57,331,5,moments:-1 </endperson2479>,1</endperson2479>,4</endperson2479>,swork:+1 tsound:-1 swork:-1 </endperson2479>,0.3613353413466578 </endperson2479>
57,1671,5, </endperson2480>,</endperson2480>,</endperson2480>,</endperson2480>, </endperson2480>
57,1672,5,films:-1 videoshop:-1 </endperson2481>,228</endperson2481>,4</endperson2481>,performance:+1 movies:-1 </endperson2481>,0.22744407169781045 </endperson2481>
57,1673,5, </endperson2482>,467</endperson2482>,3</endperson2482>, </endperson2482>,0.3509925043928278 </endperson2482>
57,1519,5,comedy:+1 acting:+1 character:-1 </endperson2483>,106;;;;210;;;;215;;;;741;;;;754;;;;901</endperson2483>,4;;;;4;;;;4;;;;4;;;;4;;;;4</endperson2483>,character:+1 scenes:+1 animation:-1 ;;;; ;;;; ;;;;isnt:+1 isnt:-1 ;;;;character:+1 script:+1 character:-1 plot:-1 humour:-1 ;;;;movie:+1 character:-1 </endperson2483>,0.15952877901080753;;;;0.2774139075236086;;;;0.3775010354006644;;;;0.5722737345840353;;;;0.3078133947581898;;;;0.20887842000265133 </endperson2483>
57,1674,5, </endperson2484>,361;;;;533;;;;558;;;;880</endperson2484>,3;;;;3;;;;4;;;;4</endperson2484>,character:-1 ;;;; ;;;;scenes:-1 ;;;;scenes:-1 </endperson2484>,0.22976111208996808;;;;0.4456716947631316;;;;0.2385545436019869;;;;0.15410592522506417 </endperson2484>
57,1590,5, </endperson2485>,175</endperson2485>,4</endperson2485>, </endperson2485>,0.3369078468439384 </endperson2485>
57,1675,5, </endperson2486>,</endperson2486>,</endperson2486>,</endperson2486>, </endperson2486>
57,370,4,familyfilm:+1 character:-1 scenes:-1 </endperson2487>,3;;;;260;;;;432</endperson2487>,4;;;;4;;;;4</endperson2487>,character:-1 comedy:-1 scene:-1 ;;;;moments:-1 ;;;;combat:+1 plot:-1 acting:-1 </endperson2487>,0.26691929223722144;;;;0.377661704535573;;;;0.3882095243092505 </endperson2487>
57,1596,5,soundtrack:+1 reviews:+1 films:-1 </endperson2488>,170;;;;222;;;;268;;;;538</endperson2488>,4;;;;4;;;;4;;;;4</endperson2488>,character:-1 ;;;;movie:+1 movie:-1 scene:-1 ;;;; ;;;;movies:+1 scenes:+1 acting:+1 watch:-1 </endperson2488>,0.21858766486368475;;;;0.15037008532162943;;;;0.18623960255300132;;;;0.23937941205550206 </endperson2488>
57,1676,5,movies:-1 </endperson2489>,189;;;;514;;;;558;;;;564</endperson2489>,4;;;;4;;;;5;;;;4</endperson2489>,isnt:+1 ;;;;script:-1 ;;;;lighting:-1 ;;;;character:+1 characterisation:+1 character:-1 </endperson2489>,0.3414443058846488;;;;0.2826557437824708;;;;0.2385545436019869;;;;0.23834109743995535 </endperson2489>
57,1582,3, </endperson2490>,222;;;;278;;;;294;;;;417;;;;521;;;;869;;;;901</endperson2490>,4;;;;4;;;;4;;;;4;;;;4;;;;4;;;;4</endperson2490>,performance:+1 humour:+1 ;;;;films:+1 movie:+1 movie:-1 ;;;;acting:+1 ;;;;character:-1 movie:-1 genres:-1 explosions:-1 budget:-1 ;;;;movie:+1 performance:-1 ;;;; ;;;;films:+1 performances:+1 moving:-1 </endperson2490>,0.15037008532162943;;;;0.3519581930961537;;;;0.21777590064630403;;;;0.0;;;;0.0;;;;0.4171043529498737;;;;0.20887842000265133 </endperson2490>
57,745,1, </endperson2491>,25;;;;321;;;;857</endperson2491>,4;;;;4;;;;4</endperson2491>,performance:+1 ;;;; ;;;;character:+1 moments:-1 </endperson2491>,0.5338385844744429;;;;0.11577145861451599;;;;0.3213285998244798 </endperson2491>
57,383,5, </endperson2492>,17;;;;130;;;;187;;;;393;;;;489;;;;522;;;;550;;;;826</endperson2492>,4;;;;4;;;;4;;;;4;;;;4;;;;3;;;;5;;;;4</endperson2492>,cameraangles:+1 turns:+1 ;;;;soundtrack:+1 plot:-1 ;;;;movies:+1 performance:+1 comedy:+1 movie:-1 melodrama:-1 ;;;;soundtrack:+1 isnt:+1 character:-1 ;;;;acting:+1 ;;;; ;;;;actors:+1 comedy:+1 acting:+1 isnt:-1 plot:-1 ;;;; </endperson2492>,0.16821188780954566;;;;0.23809425271207596;;;;0.28534872613482065;;;;0.4050620888712557;;;;0.33792932206339366;;;;0.0;;;;0.22049747125299857;;;;0.28932859767077623 </endperson2492>
57,882,5,specialeffects:+1 </endperson2493>,291</endperson2493>,4</endperson2493>,stunt:+1 movie:-1 </endperson2493>,0.3414703729006554 </endperson2493>
57,1677,4,soundtrack:+1 scenes:-1 </endperson2494>,901</endperson2494>,3</endperson2494>,performances:+1 acting:+1 </endperson2494>,0.20887842000265133 </endperson2494>
58,1562,4,movies:+1 movie:+1 character:-1 movie:-1 </endperson2495>,</endperson2495>,</endperson2495>,</endperson2495>, </endperson2495>
58,105,5,character:+1 scenes:+1 </endperson2496>,</endperson2496>,</endperson2496>,</endperson2496>, </endperson2496>
58,1011,5,movies:+1 acting:+1 </endperson2497>,</endperson2497>,</endperson2497>,</endperson2497>, </endperson2497>
58,1678,4, </endperson2498>,</endperson2498>,</endperson2498>,</endperson2498>, </endperson2498>
58,1266,4, </endperson2499>,</endperson2499>,</endperson2499>,</endperson2499>, </endperson2499>
58,412,4,movie:-1 </endperson2500>,</endperson2500>,</endperson2500>,</endperson2500>, </endperson2500>
58,348,5,specialeffects:+1 video:+1 </endperson2501>,</endperson2501>,</endperson2501>,</endperson2501>, </endperson2501>
58,898,4,movie:+1 </endperson2502>,</endperson2502>,</endperson2502>,</endperson2502>, </endperson2502>
58,1679,4, </endperson2503>,</endperson2503>,</endperson2503>,</endperson2503>, </endperson2503>
58,1680,4,movie:+1 isnt:+1 movie:-1 </endperson2504>,</endperson2504>,</endperson2504>,</endperson2504>, </endperson2504>
58,1681,1,isnt:-1 </endperson2505>,</endperson2505>,</endperson2505>,</endperson2505>, </endperson2505>
58,411,4,movie:+1 </endperson2506>,</endperson2506>,</endperson2506>,</endperson2506>, </endperson2506>
58,1273,5, </endperson2507>,</endperson2507>,</endperson2507>,</endperson2507>, </endperson2507>
59,369,4,acting:+1 budget:-1 </endperson2508>,</endperson2508>,</endperson2508>,</endperson2508>, </endperson2508>
59,1257,4,character:+1 performance:+1 </endperson2509>,</endperson2509>,</endperson2509>,</endperson2509>, </endperson2509>
59,382,2,tfeel:+1 </endperson2510>,</endperson2510>,</endperson2510>,</endperson2510>, </endperson2510>
59,1682,3, </endperson2511>,</endperson2511>,</endperson2511>,</endperson2511>, </endperson2511>
59,1683,4,comedy:+1 </endperson2512>,</endperson2512>,</endperson2512>,</endperson2512>, </endperson2512>
59,1684,4,isnt:+1 </endperson2513>,</endperson2513>,</endperson2513>,</endperson2513>, </endperson2513>
59,694,4, </endperson2514>,</endperson2514>,</endperson2514>,</endperson2514>, </endperson2514>
59,680,4, </endperson2515>,</endperson2515>,</endperson2515>,</endperson2515>, </endperson2515>
59,1487,4,films:-1 </endperson2516>,</endperson2516>,</endperson2516>,</endperson2516>, </endperson2516>
59,833,1,plot:+1 scenes:-1 troop:-1 </endperson2517>,447;;;;852</endperson2517>,4;;;;4</endperson2517>,isnt:+1 ;;;;cast:+1 </endperson2517>,0.5403326382220521;;;;0.0 </endperson2517>
59,1685,4,performance:+1 </endperson2518>,</endperson2518>,</endperson2518>,</endperson2518>, </endperson2518>
59,696,2,films:+1 isnt:+1 </endperson2519>,</endperson2519>,</endperson2519>,</endperson2519>, </endperson2519>
59,1686,4,soundtrack:+1 </endperson2520>,</endperson2520>,</endperson2520>,</endperson2520>, </endperson2520>
59,393,3,performance:+1 plotholes:+1 isnt:-1 </endperson2521>,852</endperson2521>,4</endperson2521>,actor:+1 films:+1 ending:+1 </endperson2521>,0.0 </endperson2521>
59,1687,1,performance:+1 films:-1 </endperson2522>,</endperson2522>,</endperson2522>,</endperson2522>, </endperson2522>
59,1469,2, </endperson2523>,</endperson2523>,</endperson2523>,</endperson2523>, </endperson2523>
59,1355,5,character:+1 </endperson2524>,852</endperson2524>,4</endperson2524>, </endperson2524>,0.0 </endperson2524>
59,1688,2, </endperson2525>,</endperson2525>,</endperson2525>,</endperson2525>, </endperson2525>
59,1689,5, </endperson2526>,</endperson2526>,</endperson2526>,</endperson2526>, </endperson2526>
59,395,4,scenes:-1 </endperson2527>,</endperson2527>,</endperson2527>,</endperson2527>, </endperson2527>
59,1630,5,isnt:+1 comedy:+1 </endperson2528>,</endperson2528>,</endperson2528>,</endperson2528>, </endperson2528>
59,1690,5,cringe:+1 performances:+1 </endperson2529>,</endperson2529>,</endperson2529>,</endperson2529>, </endperson2529>
59,748,4,scenes:+1 watch:-1 </endperson2530>,</endperson2530>,</endperson2530>,</endperson2530>, </endperson2530>
59,1691,3, </endperson2531>,</endperson2531>,</endperson2531>,</endperson2531>, </endperson2531>
59,71,4, </endperson2532>,</endperson2532>,</endperson2532>,</endperson2532>, </endperson2532>
59,682,4, </endperson2533>,</endperson2533>,</endperson2533>,</endperson2533>, </endperson2533>
59,1597,2, </endperson2534>,</endperson2534>,</endperson2534>,</endperson2534>, </endperson2534>
59,1464,5, </endperson2535>,</endperson2535>,</endperson2535>,</endperson2535>, </endperson2535>
59,1263,4,movie:+1 acting:+1 budget:-1 </endperson2536>,</endperson2536>,</endperson2536>,</endperson2536>, </endperson2536>
59,1692,5,films:+1 scenes:+1 acting:+1 </endperson2537>,</endperson2537>,</endperson2537>,</endperson2537>, </endperson2537>
59,1013,5,character:+1 films:-1 </endperson2538>,</endperson2538>,</endperson2538>,</endperson2538>, </endperson2538>
59,952,1, </endperson2539>,</endperson2539>,</endperson2539>,</endperson2539>, </endperson2539>
59,1387,4,performance:+1 </endperson2540>,</endperson2540>,</endperson2540>,</endperson2540>, </endperson2540>
59,1508,2, </endperson2541>,</endperson2541>,</endperson2541>,</endperson2541>, </endperson2541>
59,1483,5,character:+1 acting:+1 films:-1 </endperson2542>,</endperson2542>,</endperson2542>,</endperson2542>, </endperson2542>
59,1505,2,ending:+1 performances:+1 acting:+1 </endperson2543>,</endperson2543>,</endperson2543>,</endperson2543>, </endperson2543>
59,1507,3,character:+1 performance:+1 </endperson2544>,</endperson2544>,</endperson2544>,</endperson2544>, </endperson2544>
60,710,4, </endperson2545>,</endperson2545>,</endperson2545>,</endperson2545>, </endperson2545>
60,1237,4,character:+1 characters:+1 </endperson2546>,8</endperson2546>,4</endperson2546>,character:-1 </endperson2546>,0.35355339059327373 </endperson2546>
60,877,5,script:+1 character:-1 </endperson2547>,</endperson2547>,</endperson2547>,</endperson2547>, </endperson2547>
60,385,5, </endperson2548>,</endperson2548>,</endperson2548>,</endperson2548>, </endperson2548>
60,1693,4,moments:+1 </endperson2549>,316;;;;727</endperson2549>,4;;;;4</endperson2549>,coach:-1 ;;;;video:+1 </endperson2549>,0.0;;;;0.3096087755437307 </endperson2549>
60,1694,4, </endperson2550>,</endperson2550>,</endperson2550>,</endperson2550>, </endperson2550>
60,1695,5,character:-1 </endperson2551>,</endperson2551>,</endperson2551>,</endperson2551>, </endperson2551>
60,1452,3,screen:+1 </endperson2552>,25</endperson2552>,3</endperson2552>, </endperson2552>,0.0 </endperson2552>
60,1696,3, </endperson2553>,</endperson2553>,</endperson2553>,</endperson2553>, </endperson2553>
61,607,2,movie:+1 isnt:+1 movie:-1 </endperson2554>,</endperson2554>,</endperson2554>,</endperson2554>, </endperson2554>
61,1300,5,movie:+1 </endperson2555>,</endperson2555>,</endperson2555>,</endperson2555>, </endperson2555>
61,1697,4, </endperson2556>,</endperson2556>,</endperson2556>,</endperson2556>, </endperson2556>
61,1491,4,directors:+1 movie:-1 scene:-1 </endperson2557>,</endperson2557>,</endperson2557>,</endperson2557>, </endperson2557>
61,1698,3,movie:+1 movie:-1 </endperson2558>,</endperson2558>,</endperson2558>,</endperson2558>, </endperson2558>
61,1013,5,movie:+1 movie:-1 </endperson2559>,</endperson2559>,</endperson2559>,</endperson2559>, </endperson2559>
61,1489,3,acting:+1 movie:-1 tlook:-1 </endperson2560>,</endperson2560>,</endperson2560>,</endperson2560>, </endperson2560>
61,1407,5,movie:-1 </endperson2561>,</endperson2561>,</endperson2561>,</endperson2561>, </endperson2561>
61,751,5,performance:+1 </endperson2562>,</endperson2562>,</endperson2562>,</endperson2562>, </endperson2562>
61,1610,5,movie:+1 </endperson2563>,</endperson2563>,</endperson2563>,</endperson2563>, </endperson2563>
61,1699,4,movies:+1 movie:-1 </endperson2564>,</endperson2564>,</endperson2564>,</endperson2564>, </endperson2564>
61,1528,5,movies:+1 </endperson2565>,</endperson2565>,</endperson2565>,</endperson2565>, </endperson2565>
