userindex,feature,score
15,animation,0.1323620316712273
15,actionscenes,0.12835596790982867
15,thriller,0.1258211948280964
15,moments,0.12460688476278181
15,trailer,0.1244156533436998
15,screenplay,0.12177786569943178
15,horror,0.12168472940176495
15,character,0.12133643114209308
15,landlady,0.11978326677517209
15,romance,0.1167721535491888
15,tfeel,0.11611657728080704
15,budget,0.11467578646996862
15,screenpresence,0.11427028667018857
15,motionpicture,0.111969691551708
15,fightscenes,0.11024977458338203
15,backstories,0.10080656274018218
15,fairytale,0.10048944895647682
15,comedies,0.10011995822044523
15,menus,0.0972269523965954
15,characterisation,0.09722430820386235
15,hero,0.09457716899318092
15,tanything,0.09374312485904318
15,bond,0.09258199276660856
15,watch,0.08713523354276487
15,fans,0.08163550056665386
15,actresses,0.08029549883396037
15,twists,0.07558822738191623
15,passenger,0.07501530803531753
15,audiences,0.07254673374782605
15,scene,0.07179724988323594
15,prince,0.07110677718666936
15,subtitles,0.0705275006330196
15,mothers,0.06916872115118505
15,crude,0.06748356341592421
15,shenanigans,0.06525056953861319
15,comedymoments,0.06329769262296381
15,roles,0.05916989525619154
15,disc,0.05566157380320458
15,turns,0.053316740088375
15,broadway,0.052844184092145474
15,directors,0.04946349268960032
15,cinemas,0.047698217231027185
15,comedyfilm,0.0457158461295335
15,cinemagoers,0.04320980445291139
15,producer,0.03946153933879459
15,instalment,0.03768140808873871
15,slife,0.03323712511680704
15,disk,0.028935398703811843
15,celebrities,0.025808648716210192
15,score,0.022962349813855143
15,fare,0.02246469181343491
15,menace,0.021892517690897728
15,plots,0.015891042992588977
15,dolby,0.01191713675315359
15,credits,0.01060633355316648
15,moving,0.006732301840144839
15,bonus,0.005415805069112822
15,semi,0.004529543678235992
15,truck,0.0028923132319959577
15,nudity,0.0016015538887566572
15,laughs,8.651955413800372E-4
15,tension,-0.002161656176572574
15,mom,-0.002996884494364832
15,hit,-0.0049264851503991736
15,robot,-0.005089882989748468
15,sexreferences,-0.00521528689402645
15,vampire,-0.007939774409556344
15,cameras,-0.010632882917567643
15,wizards,-0.011910581878815107
15,strings,-0.012217443352538687
15,tsound,-0.012589950903323655
15,childrens,-0.013350977624121962
15,sequences,-0.013903443950914307
15,studios,-0.018870229060686194
15,sororityhouse,-0.019877298265773446
15,lacklustre,-0.02015751392447404
15,storm,-0.020293239461447482
15,synopsis,-0.02114135202009529
15,horrorfilm,-0.02242027466076979
15,hollywood,-0.022596406469673536
15,wasnt,-0.024728911856315677
15,jack,-0.025165063356038825
15,franchise,-0.026783232414848396
15,screentime,-0.027292806177545703
15,thalf,-0.02996690359896495
15,slook,-0.03100100517858262
15,comicrelief,-0.03121872644543086
15,haircut,-0.032575208149634105
15,gadgets,-0.03413891051932608
15,delivery,-0.03497580933255906
15,fives,-0.035771571032959415
15,mannerisms,-0.040044918086240056
15,moneys,-0.04052301907678399
15,sboss,-0.04131127049820546
15,accent,-0.0422948133353665
15,twist,-0.04434962513207913
15,clips,-0.04461870604615209
15,studio,-0.044647646378076805
15,daughters,-0.04516842035921384
15,plotline,-0.0460799004505473
15,giggles,-0.04637414306546481
15,choc,-0.04849795380509819
15,screams,-0.04882235993705897
15,pace,-0.04921345732317761
15,timing,-0.049979054415360324
15,rundown,-0.05070720068905088
15,piano,-0.052312952866913065
15,camera,-0.05284823481927939
15,brass,-0.054255558469946646
15,beau,-0.054537254197885576
15,attentionspan,-0.054608551001138095
15,trademark,-0.0548141640447308
15,actionfilm,-0.05511450191622741
15,popcorn,-0.058040905266501935
15,tshow,-0.059087596569534384
15,rent,-0.06091488978084525
15,trailers,-0.06097770881742476
15,woodwinds,-0.06145553973371168
15,geek,-0.06356214973853883
15,padding,-0.06647826539352902
15,cinematography,-0.06824953558790145
15,sceneselection,-0.07254869493457322
15,motifs,-0.07256993659172009
15,sbusiness,-0.0733711989010696
15,watching,-0.07508827746106506
15,filmchoice,-0.07599370444702336
15,discversion,-0.0760897759957197
15,productions,-0.07647112831293695
15,shots,-0.0800103809667127
15,specialfeatures,-0.08063596711327292
15,billionaire,-0.08099458907415782
15,comics,-0.08115356551075129
15,wrestling,-0.08142527973480065
15,pirateradio,-0.08337346182472133
15,leadcharacter,-0.08506158213009651
15,outtakes,-0.08514764032192007
15,awards,-0.08595411477789625
15,lighting,-0.08955577866041384
15,slob,-0.08997800669107495
15,apartment,-0.09018454974127701
15,guitar,-0.09129141113024977
15,adventure,-0.09193888439443412
15,parks,-0.0945413236373277
15,nominations,-0.09596013042529086
15,tmean,-0.09625659831834785
15,couldnt,-0.09836445358186682
15,plotholes,-0.099669711119861
15,fiance,-0.1013454317035789
15,production,-0.10152936720135491
15,performers,-0.1017778172976177
15,actionfilms,-0.10183011003828035
15,villain,-0.10217664732065088
15,sjob,-0.10226429299096645
15,villains,-0.10477911797539477
15,underdog,-0.10702506938271408
15,rewind,-0.10713425032611443
15,percussion,-0.10748197106941537
15,snippets,-0.10790037438935648
15,visuals,-0.10805600316255065
15,leather,-0.10816694568094026
15,heroine,-0.10871019931330961
15,childs,-0.11056538488598111
15,suspense,-0.11092341943688036
15,diamond,-0.11110150040713695
15,storytelling,-0.11127136255421197
15,wardrobe,-0.11193531696226444
15,musicvideo,-0.11202978013694764
15,settings,-0.11209499342880838
15,blockbuster,-0.1136115094432896
15,spotter,-0.1138767131489162
15,productiondesign,-0.11446359438127293
15,teaser,-0.11479110266446144
15,missiles,-0.11502401626438283
15,drawer,-0.11561051023403285
15,gags,-0.11696266944801431
15,hamradio,-0.11801987068176792
15,backdrops,-0.11860536972634983
15,stares,-0.1205502946966174
15,slapstick,-0.12149149974731052
15,heist,-0.12150463266890982
15,runtime,-0.12182097660205513
15,actionmovies,-0.12252991459295046
15,footballplayer,-0.12284581464442645
15,careerwoman,-0.1240287159119424
15,protagonists,-0.12410411791769865
15,payoff,-0.12438528404191954
15,gum,-0.12484453971995929
15,mansion,-0.12489778761275003
15,seventies,-0.12539850757471668
15,vocals,-0.1264863512300379
15,prom,-0.1269240369638594
15,peroxide,-0.1271433281290153
15,teen,-0.13020602519977403
15,loveinterest,-0.13126728725165454
15,tpay,-0.13179930965242737
15,cockroach,-0.1324044387923781
15,halfhour,-0.1342388089079862
15,drums,-0.1350637211679228
15,violins,-0.13519632861131603
15,horrormovie,-0.13566169667363304
15,screens,-0.13578672455123997
15,slapstickstooge,-0.13595921233993652
15,sciencefiction,-0.13822896137165686
15,squeak,-0.13835022933467497
15,embarrassments,-0.13909870409431174
15,horrorfans,-0.13996197746272265
15,flutes,-0.1402811560802113
15,subplots,-0.1405789991618025
15,stunts,-0.14166755167219397
15,actionmovie,-0.14212331092933408
15,haunting,-0.14305244094671615
15,blooperreel,-0.14401027521051862
15,assassination,-0.14410174403851017
15,datemovie,-0.1455780902906641
15,assailants,-0.14617084532423424
15,cameraangles,-0.14684888606099106
15,teammember,-0.147282091162912
15,sequels,-0.14764963012236262
15,toilethumour,-0.14814828168998093
15,tracks,-0.14842136610493484
15,stringarrangements,-0.14860167855943973
15,everyones,-0.15007711141855462
15,backstabbing,-0.15020113041534844
15,monologues,-0.1505856905235076
15,sitcom,-0.1514782853972059
15,assassins,-0.15198508703317193
15,guys,-0.15324620921799043
15,wifes,-0.1540414862172856
15,comictiming,-0.15404434633446645
15,assistant,-0.15417257586740235
15,charactercomedy,-0.1554114903538042
15,sparkle,-0.15649382819342944
15,passengers,-0.16190700720338574
15,lasagne,-0.1628946593178305
15,crypts,-0.16322968269846994
15,mutants,-0.16398367688806048
15,nanny,-0.16421838817845075
15,sountrack,-0.16477462599791948
15,wrestlers,-0.16574681638887856
15,outfits,-0.166156293154116
15,palette,-0.1665094787536152
15,stoner,-0.16694977226478303
15,baddie,-0.17001910978257462
15,genres,-0.17136696143077054
15,stoners,-0.17154783713423366
15,fathers,-0.17199242315849753
15,stalker,-0.17307139575273928
15,sfilms,-0.17440210667856132
15,themepark,-0.17442254267778767
15,hairdos,-0.17868881424349406
15,sexscenes,-0.18185179777464636
15,escapades,-0.18482549192392483
15,pepper,-0.18552320782050508
15,enforcer,-0.18636126141669496
15,horrorfilms,-0.189941309607703
15,charm,-0.19100416402678008
15,downside,-0.19188137776630024
15,pyrotechnics,-0.2102583057891409
16,performance,0.3550113870691911
16,wi,0.3286534663728322
16,familyfilm,0.3172349190268914
16,specialeffects,0.3099181374469676
16,actor,0.3034241810415148
16,acting,0.29774317719948906
16,smells,0.2976833552275028
16,star,0.2938927855828788
16,ending,0.28880362625114486
16,performances,0.282820316407958
16,extras,0.27624881359596387
16,stunt,0.2740727999107705
16,cringe,0.27334007115002057
16,soundtrack,0.2700864517972956
16,scenery,0.2642213018214008
16,cast,0.25983782469384964
16,storyline,0.2586639822419895
16,comedy,0.2578321514661678
16,movies,0.2546572768648403
16,actors,0.2537256682606215
16,isnt,0.25329056315418697
16,chemistry,0.2512398360463953
16,viewing,0.24443001471685982
16,actress,0.23974508334704203
16,director,0.2381454940873705
16,movie,0.23495262990424282
16,arent,0.23095996458380114
16,films,0.22954556407192983
16,casting,0.22199310752190726
16,viewers,0.21823697654266266
16,snothing,0.2145908927384364
16,werent,0.21095799801377252
16,plot,0.20861347260491575
16,directing,0.19815120863955576
16,scenes,0.19606226177773445
16,humour,0.18870416194667433
16,reviews,0.18333101780465094
16,genre,0.180367758209096
16,video,0.17592556996040987
16,screen,0.17550087864607605
16,actionsequences,0.17500505458681032
16,script,0.17385758587794592
16,rating,0.1719934297673894
16,characters,0.1719799775209584
16,zombie,0.1690899884046952
16,chickflick,0.16833026157825626
16,tlook,0.16766621071554166
16,explosions,0.16024252420042356
16,animation,0.1546418848994564
16,actionscenes,0.15326018741519848
16,screenplay,0.14977656375394455
16,horror,0.14680406519580969
16,tfeel,0.1457437210134176
16,moments,0.14486780764068552
16,thriller,0.14434769150082177
16,trailer,0.14289175208218519
16,landlady,0.14229024013550412
16,character,0.1398421390206563
16,budget,0.1365426633288393
16,romance,0.13604399162829284
16,screenpresence,0.13488663539579365
16,motionpicture,0.13273609407172382
16,fightscenes,0.12881413873978365
16,menus,0.12031089881564411
16,comedies,0.12014419915927088
16,fairytale,0.11910027267731726
16,bond,0.11690968684965453
16,hero,0.11650640607237878
16,tanything,0.11572373612764475
16,characterisation,0.11323416857745311
16,backstories,0.11198543222759122
16,actresses,0.10471802871587477
16,watch,0.10447165281999443
16,fans,0.09889441949632649
16,mothers,0.09332753492063389
16,passenger,0.09088922536927901
16,twists,0.09065116736841322
16,scene,0.09016232592899381
16,prince,0.08815154179094309
16,audiences,0.08708301982898681
16,subtitles,0.08594553897419388
16,comedymoments,0.08458191422251454
16,shenanigans,0.08185274672125303
16,crude,0.08104146654681682
16,roles,0.07480925301320174
16,turns,0.0730940531584433
16,disc,0.06764131586478112
16,broadway,0.06616635069702381
16,directors,0.0654324231163459
16,cinemas,0.0643311371452091
16,comedyfilm,0.06314564897522057
16,cinemagoers,0.06022753015338117
16,producer,0.055712263526704775
16,instalment,0.05159098626802666
16,slife,0.046736929027484664
16,celebrities,0.044474605599383876
16,disk,0.041466543009488765
16,menace,0.03970670342386817
16,score,0.03851194234317712
16,fare,0.03619263878355761
16,plots,0.02832379537788471
16,credits,0.027088374847739183
16,dolby,0.0236148218358031
16,truck,0.022044277269986867
16,nudity,0.02112933035528569
16,semi,0.019153390312652063
16,moving,0.01768627314653609
16,bonus,0.017570806846938347
16,laughs,0.014557601183536162
16,tension,0.013344814995421062
16,mom,0.010431115050290318
16,vampire,0.008662413552075199
16,sexreferences,0.008149584424253675
16,robot,0.007985437878734347
16,hit,0.007354368373042985
16,tsound,0.0015826813922079075
16,childrens,8.769586547128783E-4
16,strings,-3.160482131442377E-4
16,wizards,-0.0011299026139698909
16,cameras,-0.003748099064951854
16,sequences,-0.004619315007095809
16,jack,-0.006449144458207323
16,storm,-0.007079674261111973
16,synopsis,-0.007178468425045381
16,studios,-0.007648688757071226
16,lacklustre,-0.009191999098369485
16,horrorfilm,-0.010949447291455278
16,wasnt,-0.011020003951248525
16,screentime,-0.013034047673676524
16,hollywood,-0.013170010007392013
16,haircut,-0.014657324329269972
16,sororityhouse,-0.01503468962779303
16,franchise,-0.017251377412883073
16,thalf,-0.017347581594379685
16,slook,-0.02188233432305539
16,comicrelief,-0.022159174183596475
16,gadgets,-0.022179518891576766
16,fives,-0.022604354085415557
16,delivery,-0.023232957758790945
16,mannerisms,-0.028261791185458712
16,twist,-0.02901046144344227
16,accent,-0.029076828609982674
16,moneys,-0.03232476597932185
16,clips,-0.032340165241331265
16,studio,-0.03251814155471566
16,sboss,-0.03261497708179145
16,plotline,-0.03672806401866929
16,daughters,-0.03702214145724647
16,pace,-0.038154973055711555
16,screams,-0.03841594760649672
16,choc,-0.03872033208574627
16,giggles,-0.039519399105716224
16,timing,-0.03967616459814574
16,brass,-0.03968524682867103
16,beau,-0.041248622408366575
16,attentionspan,-0.04132852384645805
16,rundown,-0.04142791206990726
16,piano,-0.04200638341765903
16,trademark,-0.04230754247852389
16,camera,-0.043850276861186255
16,actionfilm,-0.04412503290716738
16,popcorn,-0.04795554735820601
16,tshow,-0.048569716220670994
16,woodwinds,-0.049373019796706025
16,rent,-0.05185660599412292
16,padding,-0.05303039859680389
16,trailers,-0.053423990153984885
16,geek,-0.05632091250251006
16,cinematography,-0.05786208558493919
16,motifs,-0.06282468510877848
16,sceneselection,-0.06285809498153083
16,sbusiness,-0.06481143395899655
16,couldnt,-0.06504846651322352
16,watching,-0.06548413014177501
16,productions,-0.0667408095892782
16,filmchoice,-0.06792796945832322
16,discversion,-0.06864321649491481
16,shots,-0.06892213416531842
16,comics,-0.07121755926184098
16,billionaire,-0.07124370716774936
16,specialfeatures,-0.07164571687363949
16,wrestling,-0.07166793015053327
16,pirateradio,-0.07560147966306585
16,outtakes,-0.07572848585612615
16,leadcharacter,-0.07618331749300752
16,awards,-0.07827526869007487
16,slob,-0.08072790926969556
16,lighting,-0.08136952446475229
16,apartment,-0.08210832809738644
16,guitar,-0.08226076172005747
16,adventure,-0.08437307285637655
16,plotholes,-0.08535842588887627
16,nominations,-0.0859258927396239
16,tmean,-0.0866922425058638
16,parks,-0.08727410004731356
16,fiance,-0.09283609209763899
16,production,-0.09358971070064878
16,villain,-0.09536756996540441
16,performers,-0.09558864980092185
16,actionfilms,-0.09590861368813502
16,sjob,-0.09612228444171969
16,villains,-0.0970926595019854
16,underdog,-0.09786992019086035
16,snippets,-0.09837940906206882
16,percussion,-0.09926197436376175
16,visuals,-0.09960517283145187
16,leather,-0.09966091897623816
16,rewind,-0.10005472618397077
16,diamond,-0.10118560462032739
16,heroine,-0.10163807149784695
16,storytelling,-0.10343656159329911
16,suspense,-0.10381184352802472
16,childs,-0.10381793842351625
16,musicvideo,-0.10411082782617809
16,wardrobe,-0.10503535655513815
16,settings,-0.10540593151613203
16,productiondesign,-0.10730746674993127
16,drawer,-0.10738665037176093
16,spotter,-0.10754264475448796
16,blockbuster,-0.1077207987651898
16,missiles,-0.10854164584931064
16,gags,-0.10854543112826182
16,teaser,-0.10959094341040335
16,hamradio,-0.11160289776617244
16,backdrops,-0.1117399599657593
16,stares,-0.11338454147717136
16,slapstick,-0.11368525729218279
16,heist,-0.11513361403186509
16,actionmovies,-0.11521145796753476
16,footballplayer,-0.11572291751506911
16,runtime,-0.1165034113597316
16,protagonists,-0.11733491215713171
16,mansion,-0.11834748781266308
16,gum,-0.11870426080386637
16,vocals,-0.11893444158737487
16,payoff,-0.11893906865184867
16,careerwoman,-0.1191818576310601
16,prom,-0.11981366896123857
16,peroxide,-0.12100281377177136
16,seventies,-0.12129628271772941
16,tpay,-0.1242281886071068
16,loveinterest,-0.12444567445981694
16,teen,-0.12548489129182763
16,cockroach,-0.1262524844451181
16,halfhour,-0.12763627609394412
16,screens,-0.12879813821377306
16,drums,-0.1295756617274088
16,violins,-0.13049559197122118
16,slapstickstooge,-0.13080684069593085
16,horrormovie,-0.13235259088314802
16,sciencefiction,-0.13274516737644185
16,squeak,-0.13287805766848093
16,embarrassments,-0.13359793074511273
16,horrorfans,-0.13407268886244295
16,stunts,-0.13530868774696567
16,actionmovie,-0.1359859099506196
16,subplots,-0.13598673110873616
16,flutes,-0.13601480137312877
16,haunting,-0.13706805940943012
16,assassination,-0.13881506235019203
16,blooperreel,-0.13889122131162768
16,assailants,-0.1401300835083981
16,datemovie,-0.1412688602427858
16,cameraangles,-0.1421846542031613
16,sequels,-0.1422699494827445
16,teammember,-0.1431838677231552
16,stringarrangements,-0.14360251967178836
16,tracks,-0.1439858862994871
16,toilethumour,-0.1440018835563252
16,sitcom,-0.14512842683136173
16,backstabbing,-0.14521099863145856
16,everyones,-0.14574705114958747
16,monologues,-0.147932149142055
16,assassins,-0.147954060325653
16,comictiming,-0.1481939275358598
16,guys,-0.14825359843541427
16,assistant,-0.14966855040442878
16,wifes,-0.1500702632973952
16,charactercomedy,-0.15116958828143
16,sparkle,-0.1534783669093759
16,passengers,-0.15804831324181273
16,lasagne,-0.15868961026901102
16,mutants,-0.1590009247159322
16,nanny,-0.1595035926985485
16,wrestlers,-0.15960058590054943
16,outfits,-0.1609828643400371
16,sountrack,-0.16103699376044373
16,palette,-0.16148897010994895
16,stoner,-0.16303762314132486
16,genres,-0.1646728080550784
16,crypts,-0.16478130076115804
16,baddie,-0.16478853409593802
16,stoners,-0.16703431094423518
16,fathers,-0.16721406977684283
16,stalker,-0.16899812883697818
16,sfilms,-0.17015874751879773
16,themepark,-0.17071455204297106
16,hairdos,-0.175834600670776
16,sexscenes,-0.1774614611549034
16,pepper,-0.1820293914554971
16,escapades,-0.18284897770616787
16,enforcer,-0.18431800695197542
16,horrorfilms,-0.18640582111947557
16,charm,-0.1882332859426864
16,downside,-0.18917137514759777
16,detective,-0.2061161140961097
17,performance,0.07594562556911594
17,wi,0.06226325190191412
17,familyfilm,0.054605774164046494
17,specialeffects,0.05136030876630837
17,actor,0.05069663489292142
17,acting,0.04571843019124189
17,smells,0.044898892437557514
17,star,0.04152226165933082
17,ending,0.04137359360387721
17,performances,0.03639999263605942
17,soundtrack,0.03299830190729591
17,cringe,0.03074280664112755
17,stunt,0.02810180519039296
17,extras,0.02752619003274598
17,scenery,0.025511718697578678
17,cast,0.024798700219862913
17,storyline,0.02400858147505308
17,comedy,0.023863021320140787
17,movies,0.022272865242765116
17,isnt,0.02157361033933214
17,actors,0.020941500310414363
17,chemistry,0.019077681797426305
17,viewing,0.0183936845621126
17,actress,0.016674716289744818
17,movie,0.011790968971831461
17,director,0.00939124314595663
17,films,0.008201506199742692
17,arent,0.007614472164273245
17,casting,0.004646815091966017
17,snothing,0.0023093828920729975
17,viewers,0.001959775808469344
17,plot,-0.001828132607872679
17,werent,-0.0031291690033901642
17,scenes,-0.008907722662892442
17,directing,-0.010153646998527277
17,genre,-0.014489086353613262
17,reviews,-0.016751720268378845
17,humour,-0.017855714065403372
17,video,-0.01852641153245213
17,actionsequences,-0.021010446141591282
17,zombie,-0.021220361888727002
17,characters,-0.021945532827621766
17,rating,-0.022193856344183027
17,script,-0.022349230889225025
17,screen,-0.022468546976772974
17,chickflick,-0.024888376938495244
17,tlook,-0.02511323408684718
17,explosions,-0.029369285570368192
17,animation,-0.03201607022914088
17,actionscenes,-0.03287916517787523
17,horror,-0.03697451567034213
17,moments,-0.03703666573484965
17,tfeel,-0.037288001330711446
17,screenplay,-0.03748893845399387
17,landlady,-0.037680787189108056
17,thriller,-0.03774176729149478
17,character,-0.03948003900091954
17,trailer,-0.03982909479128846
17,romance,-0.040573526701892015
17,budget,-0.04118814739848975
17,screenpresence,-0.04163666263927471
17,motionpicture,-0.04372526091606041
17,fightscenes,-0.04557917220499233
17,fairytale,-0.05087398458711803
17,comedies,-0.05093542864293346
17,bond,-0.05119746746915654
17,hero,-0.05176729311053793
17,menus,-0.05265909776688346
17,tanything,-0.05420793552590658
17,backstories,-0.05560151107763911
17,characterisation,-0.055635440239370226
17,actresses,-0.05791919736335249
17,watch,-0.05839211823459162
17,fans,-0.06369281101484972
17,passenger,-0.06520277978026293
17,scene,-0.06580083760850824
17,twists,-0.06645486914686408
17,mothers,-0.06718565399297907
17,comedymoments,-0.06829242048079467
17,audiences,-0.06890459305473251
17,subtitles,-0.06920302851986396
17,prince,-0.0693007052675646
17,shenanigans,-0.07078167861826867
17,roles,-0.0739684496374059
17,crude,-0.07537897878604458
17,directors,-0.07753044480681667
17,disc,-0.07977314516110981
17,cinemas,-0.08128705638178768
17,broadway,-0.08185545929881466
17,comedyfilm,-0.08225387812435098
17,cinemagoers,-0.08228490770270516
17,turns,-0.08369094577347674
17,celebrities,-0.084590063387674
17,producer,-0.08499030448834682
17,instalment,-0.08866446777321804
17,disk,-0.0900634065916619
17,slife,-0.09011661524495732
17,score,-0.09376029035073552
17,menace,-0.09382759287834874
17,fare,-0.09558411490549454
17,credits,-0.09897968678782568
17,plots,-0.09901498866027128
17,nudity,-0.10183192200422977
17,dolby,-0.10332238360255017
17,moving,-0.10417157632991761
17,truck,-0.1042379388532308
17,semi,-0.10488509187244774
17,laughs,-0.10571653819531396
17,tension,-0.10644115796927814
17,bonus,-0.10660125163429221
17,hit,-0.10961813926716418
17,robot,-0.10981906783009124
17,mom,-0.10987628847587341
17,sexreferences,-0.11017348829442894
17,vampire,-0.1103864351428945
17,childrens,-0.1131276086575363
17,tsound,-0.11391096025563424
17,wizards,-0.11517011454215204
17,strings,-0.11586907752320846
17,storm,-0.11683129458299071
17,sequences,-0.11726559318285687
17,cameras,-0.11749911231567423
17,synopsis,-0.11887199640785112
17,jack,-0.11896904622562013
17,lacklustre,-0.11900835821644656
17,studios,-0.11987922157702569
17,wasnt,-0.12024395404393146
17,horrorfilm,-0.1216654258646867
17,screentime,-0.12214963714539126
17,hollywood,-0.1239494334203535
17,sororityhouse,-0.12416353100903249
17,haircut,-0.12444760584993947
17,franchise,-0.12465123161137129
17,thalf,-0.12517654036420017
17,gadgets,-0.1265027233226499
17,slook,-0.1271892892785887
17,fives,-0.12804968288890328
17,delivery,-0.12949646836031342
17,mannerisms,-0.12999515601809175
17,twist,-0.1300805076335462
17,comicrelief,-0.13044543058162897
17,sboss,-0.1310687699523185
17,moneys,-0.13171167082404567
17,attentionspan,-0.13206541301570895
17,plotline,-0.13242229591841723
17,studio,-0.13263668880518592
17,accent,-0.1333056784861552
17,clips,-0.13423012144685348
17,daughters,-0.1342486124149601
17,brass,-0.13649000600371908
17,timing,-0.13692153629366788
17,beau,-0.13715540377143629
17,giggles,-0.13720883326192568
17,screams,-0.1374119294130623
17,pace,-0.13769282691280627
17,rundown,-0.13774347136526593
17,choc,-0.1378507521565589
17,camera,-0.138004680459203
17,piano,-0.13805748573156684
17,trademark,-0.13853275512743152
17,actionfilm,-0.1392004607723188
17,woodwinds,-0.141864754943263
17,tshow,-0.1420308164508754
17,trailers,-0.14297893336671422
17,popcorn,-0.14315165655973272
17,rent,-0.14342554899579307
17,padding,-0.1447707508397288
17,cinematography,-0.14589205702844027
17,geek,-0.14630710053063134
17,motifs,-0.1488796974985376
17,sceneselection,-0.14890438274035375
17,sbusiness,-0.15032852511420475
17,watching,-0.15097015207587178
17,filmchoice,-0.1513232536476073
17,productions,-0.15145310481128907
17,couldnt,-0.15239971290022347
17,discversion,-0.15312237614108648
17,shots,-0.15312921255216388
17,comics,-0.15313475358219816
17,billionaire,-0.15317070896405016
17,wrestling,-0.15371527413619587
17,specialfeatures,-0.1541262226647308
17,pirateradio,-0.15589322700009428
17,leadcharacter,-0.15618002866160396
17,outtakes,-0.15663555055335837
17,awards,-0.15729785293501547
17,tmean,-0.15797579978821513
17,slob,-0.15902984770893006
17,apartment,-0.15925465581070497
17,plotholes,-0.15971290624667664
17,guitar,-0.15985005138847186
17,lighting,-0.15988086309805874
17,adventure,-0.16090181430620926
17,parks,-0.16156197594927824
17,nominations,-0.16189398572359798
17,fiance,-0.1650927602270249
17,production,-0.16573823318264413
17,performers,-0.1660395651326831
17,actionfilms,-0.16680769619985814
17,sjob,-0.16696785498023659
17,villain,-0.16724292651112727
17,underdog,-0.16753246636862656
17,villains,-0.16770817143489952
17,visuals,-0.1682845032486862
17,snippets,-0.1683048137433793
17,rewind,-0.16858928764834072
17,percussion,-0.16866043228247948
17,leather,-0.16962399237723863
17,heroine,-0.16975287338965572
17,suspense,-0.1701027690795251
17,drawer,-0.17014316322193024
17,diamond,-0.17072878587152315
17,storytelling,-0.17134814032730644
17,settings,-0.17155985401706292
17,musicvideo,-0.17157699835691376
17,childs,-0.17163781516114165
17,wardrobe,-0.17171867987512138
17,spotter,-0.17195960704603172
17,blockbuster,-0.17327700856899453
17,gags,-0.173372931428101
17,missiles,-0.17353025281893653
17,teaser,-0.17366149109471984
17,productiondesign,-0.17376938013087723
17,hamradio,-0.17545476462658782
17,backdrops,-0.1765843786055476
17,slapstick,-0.17680241229040627
17,actionmovies,-0.1772993085523188
17,heist,-0.17754509577360805
17,footballplayer,-0.17786325948588422
17,stares,-0.17800372457099406
17,vocals,-0.17816638287234987
17,protagonists,-0.17833325805947045
17,mansion,-0.17890765611002096
17,runtime,-0.1789329539398098
17,payoff,-0.17896441210134623
17,careerwoman,-0.17956937579471544
17,gum,-0.17975561102605836
17,seventies,-0.17997990248899962
17,prom,-0.1803398912761785
17,peroxide,-0.18068775301546208
17,tpay,-0.1820109918101548
17,teen,-0.18227665876962407
17,loveinterest,-0.1826363102212497
17,cockroach,-0.18383121841297118
17,screens,-0.18438700280343806
17,halfhour,-0.18464951850591088
17,drums,-0.18500768790014754
17,violins,-0.18570820535713145
17,squeak,-0.18598528611705634
17,embarrassments,-0.18605133130761078
17,slapstickstooge,-0.18643531866947682
17,horrormovie,-0.18646074972235296
17,horrorfans,-0.18715553113858113
17,stunts,-0.18745322129349987
17,flutes,-0.18818254858626338
17,sciencefiction,-0.18821163219565598
17,subplots,-0.1884369867672629
17,actionmovie,-0.18853886957582416
17,haunting,-0.1891260518861818
17,assassination,-0.19010378192597313
17,blooperreel,-0.1905228602946176
17,datemovie,-0.19089715748014596
17,assailants,-0.19099355672171173
17,cameraangles,-0.1911777251110814
17,tracks,-0.1922213105414568
17,stringarrangements,-0.19230985962186553
17,teammember,-0.19239870680802487
17,sequels,-0.19254783352410723
17,everyones,-0.1931688879129508
17,toilethumour,-0.1933292013460232
17,sitcom,-0.19352028904761814
17,backstabbing,-0.1939655713706508
17,guys,-0.19516936740131724
17,monologues,-0.19520436085720655
17,assassins,-0.19531565618362162
17,comictiming,-0.1957113991694231
17,assistant,-0.19583842105843516
17,wifes,-0.19603367291451695
17,charactercomedy,-0.19628449969486972
17,sparkle,-0.1982884010202606
17,passengers,-0.2005255150375898
17,mutants,-0.20108444077777687
17,lasagne,-0.2011161136941219
17,sountrack,-0.20147932771072272
17,wrestlers,-0.2015965490247074
17,nanny,-0.20230343106002763
17,palette,-0.20234029245700016
17,outfits,-0.20234254144048325
17,stoner,-0.20328185355488898
17,baddie,-0.2038649863022992
17,crypts,-0.20410764625328912
17,genres,-0.20428729000820006
17,fathers,-0.20557827984855886
17,stoners,-0.20561968875826553
17,sfilms,-0.20666409734369173
17,themepark,-0.20704641207668079
17,stalker,-0.20717890835793065
17,hairdos,-0.20937067899323034
17,sexscenes,-0.21123852261446502
17,pepper,-0.2127543194910794
17,escapades,-0.21292623873427316
17,enforcer,-0.21517604117597403
17,horrorfilms,-0.21589188647281143
17,charm,-0.21672317881568026
17,downside,-0.21755942901007935
17,detective,-0.22609552114646117
18,performance,0.37958612026117844
18,wi,0.34934060494809127
18,familyfilm,0.3407040684464908
18,specialeffects,0.33289499657706834
18,actor,0.32702465393658964
18,smells,0.321772376314162
18,acting,0.32123619604484743
18,star,0.3166315544713466
18,ending,0.30859357847214697
18,performances,0.30604737235964374
18,stunt,0.2987790261896006
